"NAME OF CONTRIBUTOR"	"CITY"	"STATE/ZIP"	"ID NUMBER"	"EMPLOYER"	"OCCUPATION"	"AMOUNT"	"TRANSACTION TYPE"	"TYPE"	"TRANS. DATE"	"FILED DATE"	"TRANS #"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $744.92"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"06/03/2017"	"06/16/2017"	"2163378-S496-1335"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $752.36"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"06/03/2017"	"06/16/2017"	"2163378-S496-1334"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $18.00"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/22/2017"	"06/30/2017"	"2163374-S496-1468"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $50.78"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"06/02/2017"	"06/30/2017"	"2163374-S496-1332"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $566.92"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"06/02/2017"	"06/30/2017"	"2163374-S496-1331"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $113.03"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"06/02/2017"	"06/30/2017"	"2163374-S496-1329"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"           $1,117.38"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"06/02/2017"	"06/30/2017"	"2163374-S496-1328"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"           $2,324.66"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"06/02/2017"	"06/30/2017"	"2163374-S496-1326"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $915.88"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"06/01/2017"	"06/30/2017"	"2163374-S496-1324"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $30.34"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/23/2017"	"06/30/2017"	"2163374-S496-1317"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $200.00"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/21/2017"	"06/30/2017"	"2163374-S496-1316"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $983.73"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/26/2017"	"06/30/2017"	"2163374-S496-1315"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $31.58"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/22/2017"	"06/30/2017"	"2163374-S496-1312"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $16.00"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/21/2017"	"06/30/2017"	"2163374-S496-1309"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $400.00"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/20/2017"	"06/30/2017"	"2162114-S496-1321"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $412.10"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/20/2017"	"06/30/2017"	"2162114-S496-1311"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $60.32"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/20/2017"	"06/30/2017"	"2162114-S496-1310"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $864.39"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/19/2017"	"06/30/2017"	"2162114-S496-1300"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $56.31"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/16/2017"	"06/30/2017"	"2162114-S496-1297"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"           $4,350.00"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/20/2017"	"06/30/2017"	"2162114-S496-1289"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $14.00"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/12/2017"	"06/30/2017"	"2162114-S496-1266"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $806.61"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/13/2017"	"06/30/2017"	"2162114-S496-1257"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $164.56"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/13/2017"	"06/30/2017"	"2162114-S496-1249"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $187.79"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/15/2017"	"06/30/2017"	"2162114-S496-1246"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"              $35.34"	"LATE INDEPENDENT EXPENDITURE"	"AMENDMENT #1"	"05/13/2017"	"06/30/2017"	"2162114-S496-1243"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"           $1,500.00"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/11/2017"	"05/23/2017"	"2161413-S496-1263"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $200.00"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/11/2017"	"05/23/2017"	"2161413-S496-1262"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"           $1,500.00"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/11/2017"	"05/23/2017"	"2161413-S496-1260"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $983.73"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/09/2017"	"05/23/2017"	"2161413-S496-1254"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $163.86"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/10/2017"	"05/23/2017"	"2161413-S496-1245"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $233.80"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/11/2017"	"05/23/2017"	"2161413-S496-1244"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $637.28"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/11/2017"	"05/23/2017"	"2161413-S496-1242"
"SENATE DISTRICT 29 RECALL"	""	""	""	"MEASURE TBD"	"SUPPORT"	"             $451.00"	"LATE INDEPENDENT EXPENDITURE"	"INITIAL"	"05/04/2017"	"05/23/2017"	"2161413-S496-1241"


