"NAME OF CONTRIBUTOR"	"PAYMENT TYPE"	"CITY"	"STATE"	"ZIP"	"ID NUMBER"	"EMPLOYER"	"OCCUPATION"	"AMOUNT"	"TRANSACTION DATE"	"FILED DATE"	"TRANSACTION NUMBER"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$167.89"	"5/9/2018"	"7/30/2018"	"2254290 - NON149"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$7.09"	"5/10/2018"	"7/30/2018"	"2254290 - NON153"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$18.20"	"5/10/2018"	"7/30/2018"	"2254290 - NON154"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$109.08"	"5/15/2018"	"7/30/2018"	"2254290 - NON177"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$46.92"	"5/15/2018"	"7/30/2018"	"2254290 - NON178"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$110.00"	"5/15/2018"	"7/30/2018"	"2254290 - NON179"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$48.61"	"5/16/2018"	"7/30/2018"	"2254290 - NON196"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$23.29"	"5/16/2018"	"7/30/2018"	"2254290 - NON197"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$6.92"	"5/17/2018"	"7/30/2018"	"2254290 - NON200"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$73.29"	"5/18/2018"	"7/30/2018"	"2254290 - NON207"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$34.67"	"5/18/2018"	"7/30/2018"	"2254290 - NON208"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$2.40"	"5/18/2018"	"7/30/2018"	"2254290 - NON209"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$28.84"	"5/18/2018"	"7/30/2018"	"2254290 - NON210"
"CALIFORNIA DEMOCRATIC PARTY"	"NON-MONETARY"	"SACRAMENTO"	"CA"	"95811"	"741666"	""	""	"$37,120.25"	"4/26/2018"	"7/30/2018"	"2254290 - NON292"
"CALIFORNIA ALLIANCE FOR JOBS - REBUILD CALIFORNIA COMMITTEE"	"MONETARY"	"SACRAMENTO"	"CA"	"95814"	"1241892"	""	""	"$250,000.00"	"12/28/2017"	"5/2/2018"	"2211960 - INC1"

